Body Name,Transaction Number,Account code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath & North East Somerset Council,10720618,LJ1,Consultants Fees,P09,Homes & Planning,BNP PARIBAS REAL ESTATE ADVISORY,08/01/2014,4750
Bath & North East Somerset Council,10723782,LK1,Fees,P05,Neighbourhoods,UNIVERSITY OF BATH,08/01/2014,4936.01
Bath & North East Somerset Council,10724046,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",SHEILING SCHOOL THORNBURY GENERAL ACCOUNT,08/01/2014,5000
Bath & North East Somerset Council,10723176,3F7,External Fees,P02,"Early Years, Children & Youth",ERH CONSTRUCTION LTD,08/01/2014,5016.95
Bath & North East Somerset Council,10724066,YF2,Fees & Charges,P01,Transport,AQUATERRA LEISURE,08/01/2014,5031.64
Bath & North East Somerset Council,10723243,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",AMICUS FOSTER CARE LIMITED,08/01/2014,5070.98
Bath & North East Somerset Council,10723244,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",AMICUS FOSTER CARE LIMITED,08/01/2014,5070.98
Bath & North East Somerset Council,10721800,HX9,Other Premises Related,P04,Leader,SOUTHERN ELECTRIC CONTRACTING LTD,08/01/2014,5145.8
Bath & North East Somerset Council,10722778,3F7,External Fees,P01,Transport,PLANNING SERVICES (UK) LTD,08/01/2014,5226
Bath & North East Somerset Council,10723903,3F7,External Fees,P06,Sustainable Development,MICHAEL WOODS ASSOCIATES,08/01/2014,6225
Bath & North East Somerset Council,10718640,LN4,Mobile Phones,P04,Leader,ORANGE PCS,08/01/2014,6300
Bath & North East Somerset Council,10724023,LJ4,Contracts,P01,Transport,MINIBUS TRAVEL,08/01/2014,6945.4
Bath & North East Somerset Council,10723395,3F7,External Fees,P07,Community Resources,BBA ARCHITECTS,08/01/2014,7000
Bath & North East Somerset Council,10724030,LK1,Fees,P02,"Early Years, Children & Youth",STEVE LACEY CONSULTANCY LTD,08/01/2014,7735.6
Bath & North East Somerset Council,10724000,3F7,External Fees,P06,Sustainable Development,DESIGNSCAPE ARCHITECTS LTD,08/01/2014,9800
Bath & North East Somerset Council,10724107,LN4,Mobile Phones,P04,Leader,ORANGE PCS,08/01/2014,11154.36
Bath & North East Somerset Council,10723448,HP3,Room Hire Charges,P07,Community Resources,ELIOR UK PLC,08/01/2014,11172.7
Bath & North East Somerset Council,10722962,3F7,External Fees,P06,Sustainable Development,LANDSCAPE PROJECTS,08/01/2014,11297
Bath & North East Somerset Council,10724112,LN4,Mobile Phones,P04,Leader,ORANGE PCS,08/01/2014,11972.33
Bath & North East Somerset Council,10723990,LJ4,Contracts,P01,Transport,CENTURION TRAVEL LTD,08/01/2014,17077.8
Bath & North East Somerset Council,80297115,PG1,Rent Allowances,P07,Community Resources,WESTGATE (2) HOUSING ASSOCIATION,08/01/2014,601.4
Bath & North East Somerset Council,10722948,3F7,External Fees,P01,Transport,SWARCO TRAFFIC LTD,08/01/2014,99754.2
Bath & North East Somerset Council,10723949,PB4,Payments to Private Contractors,P05,Neighbourhoods,BRISTOL CITY COUNCIL,08/01/2014,184511.64
Bath & North East Somerset Council,10724201,LP2,Hardware Support,P04,Leader,INCOMS SYSTEMS PLC,09/01/2014,45
Bath & North East Somerset Council,10723999,LJ4,Contracts,P01,Transport,RIVERSIDE TAXIS,09/01/2014,144.1
Bath & North East Somerset Council,10723999,LJ4,Contracts,P01,Transport,RIVERSIDE TAXIS,09/01/2014,380
Bath & North East Somerset Council,10724091,KB1,Hire of Vehicles,P05,Neighbourhoods,SMITH'S GLOUCESTER LTD,09/01/2014,491.26
Bath & North East Somerset Council,80297433,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,80297432,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,80297120,PG1,Rent Allowances,P07,Community Resources,ADVANCE HOUSING SUPPORT & SUPPOR,09/01/2014,2166.24
Bath & North East Somerset Council,80297434,PG1,Rent Allowances,P07,Community Resources,ALLEN RESIDENTIAL LETTINGS,09/01/2014,4434.84
Bath & North East Somerset Council,80297431,PG1,Rent Allowances,P07,Community Resources,ANDREWS LETTING & MANAGEMENT,09/01/2014,549.24
Bath & North East Somerset Council,80297418,PG1,Rent Allowances,P07,Community Resources,AQUA SULIS FINANCIAL MANAGEMENT,09/01/2014,507.5
Bath & North East Somerset Council,80297425,PG1,Rent Allowances,P07,Community Resources,ASTER COMMUNITIES,09/01/2014,819.35
Bath & North East Somerset Council,80297344,PG1,Rent Allowances,P07,Community Resources,BARONS PROPERTY AGENTS,09/01/2014,1827.56
Bath & North East Somerset Council,80297445,PG1,Rent Allowances,P07,Community Resources,BATH & DISTRICT LIFE CARE,09/01/2014,2566.75
Bath & North East Somerset Council,80297435,PG1,Rent Allowances,P07,Community Resources,BATH PROPERTY LETTING,09/01/2014,636.8
Bath & North East Somerset Council,80297409,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,608
Bath & North East Somerset Council,80297189,PG1,Rent Allowances,P07,Community Resources,C F LETTINGS (BATH) LTD T/A DOVE,09/01/2014,636.8
Bath & North East Somerset Council,80297375,PG1,Rent Allowances,P07,Community Resources,CENTRIX PROPERTIES LTD,09/01/2014,625.12
Bath & North East Somerset Council,10724149,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,OTS LTD,09/01/2014,511.77
Bath & North East Somerset Council,80297347,PG1,Rent Allowances,P07,Community Resources,CURO PLACES BRISTOL,09/01/2014,23834.38
Bath & North East Somerset Council,80297341,PG1,Rent Allowances,P07,Community Resources,DIMENSIONS (UK) LTD,09/01/2014,502.72
Bath & North East Somerset Council,80297197,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1339.62
Bath & North East Somerset Council,80297331,PG1,Rent Allowances,P07,Community Resources,GUINNESS HOUSING ASSOCIATION,09/01/2014,4161.27
Bath & North East Somerset Council,80297355,PG1,Rent Allowances,P07,Community Resources,HANOVER HOUSING ASSOCIATION,09/01/2014,714.64
Bath & North East Somerset Council,80297352,PG1,Rent Allowances,P07,Community Resources,HANOVER HOUSING ASSOCIATION,09/01/2014,1788
Bath & North East Somerset Council,80297333,PG1,Rent Allowances,P07,Community Resources,HERMVALE LTD,09/01/2014,692.32
Bath & North East Somerset Council,80297330,PG1,Rent Allowances,P07,Community Resources,JULIAN HOUSE,09/01/2014,13437.92
Bath & North East Somerset Council,10722956,LF1,Printing/Design,P07,Community Resources,APPLE LITHO (BRISTOL) LTD,09/01/2014,548
Bath & North East Somerset Council,80297326,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE HOUSING ASSOCIATION,09/01/2014,3546.76
Bath & North East Somerset Council,10716173,LF1,Printing/Design,P07,Community Resources,APPLE LITHO (BRISTOL) LTD,09/01/2014,553.1
Bath & North East Somerset Council,80297322,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE HOUSING ASSOCIATION,09/01/2014,9307.6
Bath & North East Somerset Council,80297345,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE HOUSING ASSOCIATION,09/01/2014,19188.28
Bath & North East Somerset Council,80297351,PG1,Rent Allowances,P07,Community Resources,METHODIST HOMES HOUSING ASSOCIAT,09/01/2014,1246.19
Bath & North East Somerset Council,80297342,PG1,Rent Allowances,P07,Community Resources,MICHAEL GOULD LETTINGS,09/01/2014,2190.76
Bath & North East Somerset Council,80297278,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,604.4
Bath & North East Somerset Council,80297313,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,692.63
Bath & North East Somerset Council,80297173,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297359,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,10724143,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,DRIVE MEDICAL LTD,09/01/2014,558
Bath & North East Somerset Council,80297204,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,550.38
Bath & North East Somerset Council,80297196,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,580.55
Bath & North East Somerset Council,80297202,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,580.21
Bath & North East Somerset Council,80297207,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,545.83
Bath & North East Somerset Council,80297372,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1029.24
Bath & North East Somerset Council,80297317,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1123.2
Bath & North East Somerset Council,10724197,LA3,Equipment Maintenance,P01,Transport,PARKEON LIMITED,09/01/2014,582
Bath & North East Somerset Council,80297172,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,80297227,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,80297285,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,572.32
Bath & North East Somerset Council,80297356,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,521.52
Bath & North East Somerset Council,80297181,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297378,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297414,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,10724150,LJ4,Contracts,P01,Transport,STEVE WARREN TRANSPORT SERVICES LTD,09/01/2014,615
Bath & North East Somerset Council,80297391,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297182,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1384.64
Bath & North East Somerset Council,80297267,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,530.76
Bath & North East Somerset Council,80297165,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,553.84
Bath & North East Somerset Council,80297190,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1033.84
Bath & North East Somerset Council,80297178,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,549.24
Bath & North East Somerset Council,80297363,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,969.2
Bath & North East Somerset Council,80297161,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,600
Bath & North East Somerset Council,80297357,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,659.68
Bath & North East Somerset Council,80297367,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,623.08
Bath & North East Somerset Council,80297153,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297160,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,80297249,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,608.28
Bath & North East Somerset Council,80297180,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,509.16
Bath & North East Somerset Council,10724179,LJ4,Contracts,P01,Transport,R E & V P JEFFRIES,09/01/2014,691.56
Bath & North East Somerset Council,80297170,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,600
Bath & North East Somerset Council,80297384,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,960.96
Bath & North East Somerset Council,80297408,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,565.4
Bath & North East Somerset Council,80297389,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,5221.44
Bath & North East Somerset Council,80297186,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,10724183,LJ4,Contracts,P01,Transport,BUGLERS COACHES LIMITED,09/01/2014,735
Bath & North East Somerset Council,80297193,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,600
Bath & North East Somerset Council,80297422,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1879.44
Bath & North East Somerset Council,80297395,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,553.84
Bath & North East Somerset Council,80297440,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,80297273,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,733.86
Bath & North East Somerset Council,80297379,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,715.89
Bath & North East Somerset Council,10724152,LJ4,Contracts,P01,Transport,NEED TO GET HOME? TAXI COMPANY,09/01/2014,889.5
Bath & North East Somerset Council,80297399,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,10724156,LJ4,Contracts,P01,Transport,STATE EXPRESS,09/01/2014,947.25
Bath & North East Somerset Council,80297346,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,623.08
Bath & North East Somerset Council,80297381,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,623.04
Bath & North East Somerset Council,10724137,LJ3,Other Services to the Council,P07,Community Resources,SAINSBURY'S BUSINESS DIRECT,09/01/2014,975
Bath & North East Somerset Council,80297132,LK1,Fees,P02,"Early Years, Children & Youth",GUINEA LANE NURSERY,09/01/2014,608
Bath & North East Somerset Council,80297424,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,572.32
Bath & North East Somerset Council,10724194,LF6,Subscriptions,P01,Transport,WOLTERS KLUWER (UK) LTD,09/01/2014,1002.75
Bath & North East Somerset Council,80297442,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,949.79
Bath & North East Somerset Council,80297166,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,553.84
Bath & North East Somerset Council,80297187,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,600
Bath & North East Somerset Council,80297388,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,80297366,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297400,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,572.32
Bath & North East Somerset Council,80297368,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,80297158,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1087.87
Bath & North East Somerset Council,10724145,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,ERGO-IKE LTD,09/01/2014,1203
Bath & North East Somerset Council,10724151,LJ4,Contracts,P01,Transport,STATE EXPRESS,09/01/2014,1215
Bath & North East Somerset Council,80297336,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,80297354,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,520
Bath & North East Somerset Council,80297392,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297403,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1476.88
Bath & North East Somerset Council,80297154,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,669.24
Bath & North East Somerset Council,80297247,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1045.07
Bath & North East Somerset Council,80297159,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,692.32
Bath & North East Somerset Council,80297191,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,516.92
Bath & North East Somerset Council,80297250,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,521.44
Bath & North East Somerset Council,10724139,HP8,Service Charges,P06,Sustainable Development,W WILTS & E SOM AREA MTG RELIGIOUS SOC OF FRIENDS,09/01/2014,1555.75
Bath & North East Somerset Council,80297385,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,507.68
Bath & North East Somerset Council,80297402,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,2840.16
Bath & North East Somerset Council,80297411,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,553.84
Bath & North East Somerset Council,80297377,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,576.92
Bath & North East Somerset Council,80297183,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1273.6
Bath & North East Somerset Council,10724157,LH3,Publicity,P05,Neighbourhoods,RESOURCE FUTURES LTD,09/01/2014,1900
Bath & North East Somerset Council,80297406,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,975
Bath & North East Somerset Council,10724176,LJ4,Contracts,P01,Transport,BUGLERS COACHES LIMITED,09/01/2014,2070
Bath & North East Somerset Council,10724211,LJ4,Contracts,P01,Transport,RYGOR COMMERCIALS,09/01/2014,2121.54
Bath & North East Somerset Council,10724201,LP2,Hardware Support,P04,Leader,INCOMS SYSTEMS PLC,09/01/2014,2132
Bath & North East Somerset Council,10724142,LJ4,Contracts,P01,Transport,BUGLERS COACHES LIMITED,09/01/2014,2145
Bath & North East Somerset Council,80297438,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1800.76
Bath & North East Somerset Council,80297263,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,1144.6
Bath & North East Somerset Council,80297141,LK1,Fees,P02,"Early Years, Children & Youth",SNAPDRAGONS NURSERIES (KEYNHSAM) LTD,09/01/2014,504
Bath & North East Somerset Council,80297423,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,510.71
Bath & North East Somerset Council,80297246,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,636.8
Bath & North East Somerset Council,10724140,LJ4,Contracts,P01,Transport,BUGLERS COACHES LIMITED,09/01/2014,2949
Bath & North East Somerset Council,80297417,PG1,Rent Allowances,P07,Community Resources,NEXT LINK,09/01/2014,3848.64
Bath & North East Somerset Council,80297419,PG1,Rent Allowances,P07,Community Resources,OPTIONS FOR LIVING LTD,09/01/2014,2960.16
Bath & North East Somerset Council,80297439,PG1,Rent Allowances,P07,Community Resources,OVAL INVESTMENT PROPERTIES LTD,09/01/2014,636.8
Bath & North East Somerset Council,80297130,LK1,Fees,P02,"Early Years, Children & Youth",SOUTHDOWN INFANTS SCHOOL,09/01/2014,1792
Bath & North East Somerset Council,80297398,PG1,Rent Allowances,P07,Community Resources,P.E.O.P.L.E.,09/01/2014,3528
Bath & North East Somerset Council,80297325,PG1,Rent Allowances,P07,Community Resources,PEGASUS PROPERTIES,09/01/2014,2718.44
Bath & North East Somerset Council,80297334,PG1,Rent Allowances,P07,Community Resources,PLACES FOR PEOPLE,09/01/2014,1114.28
Bath & North East Somerset Council,80297350,PG1,Rent Allowances,P07,Community Resources,PLACES FOR PEOPLE HOMES,09/01/2014,7239.41
Bath & North East Somerset Council,10724137,LJ3,Other Services to the Council,P07,Community Resources,SAINSBURY'S BUSINESS DIRECT,09/01/2014,3900
Bath & North East Somerset Council,10722386,3C4,Building Works,P06,Sustainable Development,EVENT COMMUNICATIONS LTD,09/01/2014,4000
Bath & North East Somerset Council,80297421,PG1,Rent Allowances,P07,Community Resources,PREMIER LETTINGS,09/01/2014,636.8
Bath & North East Somerset Council,80297335,PG1,Rent Allowances,P07,Community Resources,SANCTUARY HOUSING ASSOCIATION,09/01/2014,2591.83
Bath & North East Somerset Council,80297323,PG1,Rent Allowances,P07,Community Resources,SHAPE HOUSING ASSOCIATION,09/01/2014,1814.19
Bath & North East Somerset Council,10724153,LJ4,Contracts,P01,Transport,FILERS COACHES,09/01/2014,6451.2
Bath & North East Somerset Council,80297185,PG1,Rent Allowances,P07,Community Resources,SHELAND LTD,09/01/2014,636.8
Bath & North East Somerset Council,10724150,LJ4,Contracts,P01,Transport,STEVE WARREN TRANSPORT SERVICES LTD,09/01/2014,8071.36
Bath & North East Somerset Council,80297358,PG1,Rent Allowances,P07,Community Resources,SOVEREIGN HOUSING ASSOCIATION,09/01/2014,698.42
Bath & North East Somerset Council,10723999,LJ4,Contracts,P01,Transport,RIVERSIDE TAXIS,09/01/2014,9346.74
Bath & North East Somerset Council,10724196,LP1,Hardware Purchase,P04,Leader,BIBLIOTHECA,09/01/2014,14650.53
Bath & North East Somerset Council,80297339,PG1,Rent Allowances,P07,Community Resources,STONHAM HOUSING ASSOCIATION,09/01/2014,904.41
Bath & North East Somerset Council,80297426,PG1,Rent Allowances,P07,Community Resources,REDACTED,09/01/2014,5972.38
Bath & North East Somerset Council,80297364,PG1,Rent Allowances,P07,Community Resources,THE BATH PROPERTY SHOP,09/01/2014,586.16
Bath & North East Somerset Council,80297332,PG1,Rent Allowances,P07,Community Resources,THE GUINNESS TRUST,09/01/2014,4310.5
Bath & North East Somerset Council,80297429,PG1,Rent Allowances,P07,Community Resources,THE SULIS PARTNERSHIP,09/01/2014,1144.6
Bath & North East Somerset Council,80297380,PG1,Rent Allowances,P07,Community Resources,TRUSTEASE PROPERTY MANAGEMENT LT,09/01/2014,3226.84
Bath & North East Somerset Council,10723701,LV2,Contributions to Organisations,P03,Wellbeing,SIRONA CARE SERVICES LTD,09/01/2014,70552.17
Bath & North East Somerset Council,80297401,PG1,Rent Allowances,P07,Community Resources,UG PROPERTY MANAGEMENT COMPANY,09/01/2014,516.92
Bath & North East Somerset Council,80297155,PG1,Rent Allowances,P07,Community Resources,WILLIAMS & BLUNDEN LTD,09/01/2014,544.1
Bath & North East Somerset Council,10723186,HN1,Electricity,P07,Community Resources,SOUTHERN ELECTRIC PLC,10/01/2014,8.8
Bath & North East Somerset Council,80297604,LM8,Home Care,P03,Wellbeing,COMPLETE CARE HOLDINGS LIMITED,10/01/2014,2035.51
Bath & North East Somerset Council,80297604,LM8,Home Care,P03,Wellbeing,COMPLETE CARE HOLDINGS LIMITED,10/01/2014,5418.48
Bath & North East Somerset Council,80297604,LM8,Home Care,P03,Wellbeing,COMPLETE CARE HOLDINGS LIMITED,10/01/2014,5418.48
Bath & North East Somerset Council,80297604,LM8,Home Care,P03,Wellbeing,COMPLETE CARE HOLDINGS LIMITED,10/01/2014,5418.48
Bath & North East Somerset Council,80297604,LM8,Home Care,P03,Wellbeing,COMPLETE CARE HOLDINGS LIMITED,10/01/2014,5418.48
Bath & North East Somerset Council,10724268,LJ4,Contracts,P01,Transport,WELTON CABS,10/01/2014,138
Bath & North East Somerset Council,10724268,LJ4,Contracts,P01,Transport,WELTON CABS,10/01/2014,190.44
Bath & North East Somerset Council,10724373,HE1,General Maintenance,P06,Sustainable Development,VALIANT ENGINEERING SERVICES LTD,10/01/2014,200
Bath & North East Somerset Council,80297518,LE1,Education Payment (independent school),P02,"Early Years, Children & Youth",BATH COMMUNITY ACADEMY - CABOT LEARNING FEDERATION,10/01/2014,2000.46
Bath & North East Somerset Council,80297585,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,72
Bath & North East Somerset Council,80297580,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,126
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,126
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,126
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297581,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297583,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297583,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297583,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297583,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,252
Bath & North East Somerset Council,80297580,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297580,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297580,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297580,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297612,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297612,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297612,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297612,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,504
Bath & North East Somerset Council,80297608,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,756
Bath & North East Somerset Council,80297608,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,756
Bath & North East Somerset Council,80297608,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,756
Bath & North East Somerset Council,80297608,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,756
Bath & North East Somerset Council,80297585,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,810
Bath & North East Somerset Council,80297585,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,810
Bath & North East Somerset Council,80297585,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,810
Bath & North East Somerset Council,80297585,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,810
Bath & North East Somerset Council,80297607,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,980
Bath & North East Somerset Council,80297607,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,980
Bath & North East Somerset Council,80297607,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,980
Bath & North East Somerset Council,80297607,LM8,Home Care,P03,Wellbeing,I & S DUTTON LTD T/A CAREWATCH,10/01/2014,980
Bath & North East Somerset Council,10724287,LF5,Postages,P07,Community Resources,TNT POST SOUTH WEST LTD,10/01/2014,435.51
Bath & North East Somerset Council,10724356,LJ1,Consultants Fees,P02,"Early Years, Children & Youth",NORTH SOMERSET COUNCIL,10/01/2014,450
Bath & North East Somerset Council,10724268,LJ4,Contracts,P01,Transport,WELTON CABS,10/01/2014,460.8
Bath & North East Somerset Council,80297465,LA7,Purchases for Resale,P06,Sustainable Development,ROMAN CANDLES OF BATH LTD,10/01/2014,479.04
